 10 
 100 475 
 20 20 -86 
 20 21 -13 
 20 48 87 
 20 49 87 
 20 51 34 
 20 55 -49 
 20 62 85 
 20 82 8 
 20 86 -96 
 20 88 -21 
 20 91 42 
 20 94 -90 
 20 96 96 
 21 32 38 
 21 41 4 
 21 53 23 
 21 62 -90 
 21 92 15 
 22 31 -26 
 22 37 70 
 22 48 30 
 22 60 20 
 22 64 25 
 22 71 -35 
 22 76 32 
 22 79 -55 
 22 82 13 
 23 47 52 
 23 58 -72 
 23 62 29 
 23 72 -63 
 23 78 -68 
 23 86 -33 
 24 41 69 
 24 70 -66 
 24 78 -54 
 24 89 -75 
 24 91 9 
 25 38 -55 
 25 58 37 
 25 75 -51 
 25 85 -76 
 25 90 -59 
 25 97 63 
 26 38 45 
 26 52 9 
 26 54 52 
 26 56 -83 
 27 40 45 
 27 45 -67 
 27 61 -92 
 27 75 -8 
 27 77 76 
 27 83 72 
 27 86 47 
 27 88 4 
 28 33 24 
 28 39 83 
 28 41 83 
 28 63 11 
 28 71 -14 
 28 75 -88 
 28 82 -79 
 28 98 -96 
 29 29 3 
 29 54 -52 
 29 72 -13 
 29 76 -42 
 29 89 -59 
 29 90 -60 
 29 95 -73 
 29 96 40 
 30 40 94 
 30 42 55 
 30 45 -81 
 30 48 -52 
 30 49 -21 
 30 54 -9 
 30 57 58 
 30 74 -49 
 30 90 -61 
 30 96 40 
 31 35 -50 
 31 42 -27 
 31 48 -27 
 31 55 -62 
 31 77 89 
 31 89 -2 
 32 32 -7 
 32 55 84 
 32 81 92 
 32 100 53 
 33 52 -43 
 33 54 -45 
 33 61 -72 
 33 70 80 
 33 72 62 
 33 78 68 
 33 81 93 
 33 82 14 
 33 89 -37 
 33 97 62 
 34 36 -16 
 34 52 -58 
 34 65 -7 
 34 67 37 
 35 73 7 
 35 76 28 
 35 77 -49 
 35 85 70 
 35 90 -84 
 36 50 49 
 36 57 37 
 36 73 -96 
 36 75 -92 
 37 40 25 
 37 55 -91 
 37 64 53 
 37 81 -56 
 37 82 70 
 37 88 86 
 38 39 17 
 38 51 66 
 38 52 20 
 38 69 -84 
 38 72 -90 
 38 80 -27 
 38 84 -2 
 38 91 24 
 38 93 -45 
 38 96 -37 
 38 98 71 
 39 47 -89 
 39 53 7 
 39 70 2 
 39 75 -7 
 39 77 -57 
 39 79 24 
 39 86 78 
 40 44 -66 
 40 49 40 
 40 57 82 
 40 64 -35 
 40 71 -23 
 40 79 13 
 41 43 6 
 41 57 -92 
 41 66 -59 
 41 97 -62 
 41 100 -53 
 42 49 -25 
 42 58 11 
 42 60 -44 
 42 80 39 
 42 97 96 
 43 49 35 
 43 69 -42 
 43 83 70 
 43 86 18 
 43 92 -64 
 43 98 -56 
 44 46 -97 
 44 56 5 
 44 57 -78 
 44 71 -34 
 44 87 -42 
 45 49 3 
 45 56 -69 
 45 80 100 
 45 94 79 
 46 63 -9 
 46 79 17 
 47 63 -17 
 47 79 7 
 47 81 42 
 48 48 89 
 48 53 67 
 48 68 -46 
 48 81 42 
 49 50 -33 
 49 56 84 
 49 61 -52 
 49 66 59 
 49 86 -3 
 49 91 -86 
 50 50 90 
 50 51 7 
 50 60 47 
 50 75 40 
 50 88 99 
 50 93 -74 
 50 95 -67 
 51 51 87 
 51 52 -17 
 51 53 61 
 51 60 87 
 51 80 76 
 51 82 25 
 51 92 89 
 52 60 93 
 52 69 97 
 52 70 54 
 52 81 14 
 53 53 -76 
 53 67 -99 
 53 83 29 
 53 86 71 
 53 91 -50 
 54 58 43 
 54 63 -3 
 54 68 34 
 54 87 -85 
 55 61 69 
 55 63 -28 
 55 66 41 
 55 93 -84 
 56 65 68 
 56 66 -39 
 56 69 -76 
 56 73 -12 
 56 90 -36 
 56 93 48 
 57 57 9 
 57 60 77 
 57 64 27 
 57 65 83 
 57 90 -60 
 57 99 -88 
 58 60 -59 
 58 87 9 
 58 93 -58 
 58 97 69 
 59 85 -58 
 60 62 -69 
 60 67 -35 
 60 94 94 
 60 99 45 
 61 72 -21 
 61 74 14 
 61 77 16 
 61 78 87 
 61 89 34 
 61 91 -38 
 61 94 -45 
 63 80 -41 
 63 81 -80 
 63 83 -83 
 64 73 -68 
 64 76 -64 
 64 77 48 
 64 100 97 
 65 82 -56 
 65 83 81 
 65 94 99 
 65 96 -15 
 66 72 -78 
 66 84 -84 
 66 97 -65 
 66 98 -15 
 67 75 49 
 67 84 -73 
 68 82 21 
 69 72 2 
 69 82 -98 
 69 99 -22 
 69 100 23 
 70 70 83 
 70 73 40 
 70 75 27 
 70 84 -35 
 71 85 -20 
 71 88 54 
 72 81 41 
 72 84 -17 
 72 92 -53 
 73 75 -92 
 73 77 33 
 73 89 68 
 73 91 85 
 73 94 -58 
 73 97 -63 
 75 81 -84 
 76 92 -5 
 77 84 -96 
 77 85 -57 
 77 94 -71 
 77 96 -46 
 79 80 17 
 79 99 7 
 80 81 44 
 80 91 -51 
 80 96 62 
 82 88 -5 
 82 91 18 
 82 93 97 
 82 97 -43 
 83 95 83 
 84 87 -70 
 84 93 70 
 85 87 46 
 85 88 -43 
 85 89 14 
 85 94 -23 
 86 94 90 
 86 95 -59 
 86 96 -92 
 87 95 24 
 89 90 -67 
 89 99 3 
 91 99 55 
 92 99 -25 
 93 97 4 
 93 98 -44 
 94 95 86 
 95 98 48 
 96 97 -20 
 96 99 17 
 97 99 31 
 100 471 
 1 19 2 
 1 21 -26 
 1 25 71 
 1 26 -20 
 1 34 -85 
 1 36 -8 
 1 39 27 
 1 46 24 
 1 49 -41 
 1 84 -9 
 1 87 -53 
 1 89 56 
 1 90 -67 
 2 2 -39 
 2 27 -59 
 2 30 23 
 2 34 5 
 2 52 -61 
 2 68 25 
 2 73 63 
 2 74 -18 
 2 84 -65 
 2 91 48 
 3 4 97 
 3 5 -90 
 3 12 5 
 3 25 -92 
 3 26 4 
 3 27 -30 
 3 39 40 
 3 65 -83 
 3 66 -29 
 3 69 59 
 3 88 -88 
 4 27 -83 
 4 35 -12 
 4 37 37 
 4 44 -62 
 4 48 27 
 4 49 -35 
 4 61 -55 
 4 66 63 
 4 68 85 
 4 71 -97 
 4 82 53 
 4 84 33 
 4 88 18 
 5 8 62 
 5 10 8 
 5 40 -60 
 5 41 86 
 5 44 -36 
 5 54 -7 
 5 81 44 
 5 84 -43 
 5 88 69 
 5 91 -53 
 5 92 -11 
 6 9 -88 
 6 10 56 
 6 48 -36 
 6 50 68 
 6 68 -21 
 6 90 24 
 6 98 -99 
 6 100 33 
 7 7 6 
 7 8 -20 
 7 13 29 
 7 26 -1 
 7 52 12 
 7 75 23 
 7 80 10 
 7 86 -17 
 7 87 -79 
 7 88 -54 
 7 91 -87 
 8 8 -87 
 8 14 -97 
 8 23 -89 
 8 34 -67 
 8 42 44 
 8 60 49 
 8 75 -99 
 8 92 54 
 8 100 -9 
 9 10 88 
 9 22 -2 
 9 55 -9 
 9 73 -44 
 9 82 -53 
 10 26 -43 
 10 27 -67 
 10 39 -5 
 10 51 -36 
 10 54 24 
 10 60 -28 
 10 69 -74 
 10 88 52 
 10 95 -12 
 11 19 32 
 11 29 -84 
 11 38 -95 
 11 40 44 
 11 44 -83 
 11 48 -83 
 11 76 4 
 11 77 -30 
 11 84 44 
 11 88 11 
 11 97 -49 
 12 12 100 
 12 26 -68 
 12 32 -62 
 12 33 -46 
 12 52 59 
 12 56 -56 
 12 64 -51 
 12 67 59 
 12 72 54 
 12 85 75 
 13 16 9 
 13 17 -44 
 13 20 72 
 13 28 -94 
 13 29 -80 
 13 44 -83 
 13 47 -62 
 13 55 49 
 13 56 59 
 13 57 51 
 13 79 -28 
 13 91 -24 
 14 27 -64 
 14 33 66 
 14 45 -8 
 14 54 33 
 14 63 -36 
 14 64 -72 
 14 73 -89 
 14 86 -87 
 14 87 -71 
 14 93 -65 
 15 34 85 
 15 39 -32 
 15 45 -59 
 15 54 100 
 15 57 -39 
 15 69 10 
 15 90 9 
 16 19 51 
 16 25 54 
 16 27 31 
 16 63 -59 
 16 70 99 
 16 72 32 
 16 73 -72 
 16 74 97 
 16 88 51 
 16 91 -96 
 16 100 9 
 17 22 -17 
 17 27 41 
 17 28 7 
 17 59 14 
 17 60 -26 
 17 62 -50 
 17 72 62 
 17 73 37 
 17 74 -20 
 17 77 76 
 18 19 30 
 18 21 26 
 18 26 44 
 18 32 -26 
 18 35 43 
 18 58 75 
 18 79 -85 
 18 85 69 
 18 96 29 
 19 21 -37 
 19 46 -95 
 19 47 61 
 19 64 37 
 19 88 19 
 19 90 -17 
 19 96 -41 
 20 26 98 
 20 47 52 
 20 49 -9 
 20 67 24 
 20 96 -66 
 21 46 60 
 21 47 86 
 21 49 -14 
 21 55 65 
 21 69 -97 
 21 71 -31 
 21 78 51 
 21 91 97 
 22 30 -91 
 22 37 35 
 22 42 17 
 22 65 -12 
 22 74 70 
 22 93 84 
 23 45 -6 
 23 47 -70 
 23 70 -82 
 23 83 83 
 23 89 -42 
 23 90 -51 
 24 30 -68 
 24 44 -24 
 24 79 -35 
 24 88 26 
 24 98 -91 
 25 46 92 
 25 50 81 
 25 59 -79 
 25 62 -21 
 25 65 -8 
 25 90 -16 
 25 92 15 
 25 94 -97 
 26 26 -4 
 26 38 -23 
 26 45 67 
 26 56 64 
 26 79 4 
 26 83 37 
 26 88 -15 
 26 91 -78 
 26 95 -67 
 27 57 -1 
 27 58 8 
 27 64 1 
 27 70 99 
 27 76 -39 
 27 78 74 
 28 40 28 
 28 41 72 
 28 54 13 
 28 57 76 
 28 63 59 
 29 29 -53 
 29 31 -3 
 29 43 39 
 29 61 -62 
 29 66 -12 
 29 82 87 
 29 88 91 
 30 31 -84 
 30 49 16 
 30 59 -99 
 30 67 -90 
 30 71 41 
 30 87 25 
 30 96 31 
 31 31 -45 
 31 33 -50 
 31 43 48 
 31 61 96 
 31 82 100 
 31 90 89 
 31 91 88 
 31 100 -37 
 32 36 72 
 32 43 80 
 32 46 -48 
 32 48 13 
 32 56 56 
 32 75 21 
 32 79 -99 
 32 92 -17 
 32 97 -50 
 33 34 -37 
 33 38 2 
 33 39 -61 
 33 40 -95 
 33 79 -41 
 33 83 -59 
 33 86 27 
 33 91 80 
 33 100 -26 
 34 35 71 
 34 39 65 
 34 43 -5 
 34 47 -19 
 34 52 -82 
 34 55 61 
 34 59 72 
 34 72 -89 
 34 77 -13 
 34 80 -50 
 35 43 -91 
 35 44 87 
 35 55 -61 
 35 80 -1 
 35 87 -79 
 35 100 -3 
 36 88 -19 
 36 94 16 
 37 46 -17 
 37 48 56 
 37 56 80 
 37 80 -33 
 37 93 -48 
 38 41 49 
 38 44 83 
 38 45 33 
 38 62 -4 
 38 81 -71 
 38 91 61 
 38 95 -44 
 38 96 1 
 38 99 99 
 39 42 -39 
 39 43 -39 
 39 44 29 
 39 48 -21 
 39 66 66 
 39 86 -89 
 39 92 16 
 39 100 97 
 40 76 91 
 41 42 -18 
 41 47 51 
 41 78 -5 
 41 84 37 
 41 92 -32 
 42 49 -13 
 42 58 18 
 42 59 12 
 42 86 61 
 43 51 -80 
 43 53 80 
 43 59 38 
 43 80 32 
 43 93 88 
 43 99 62 
 44 44 -26 
 44 55 -85 
 44 59 95 
 44 66 77 
 44 80 -53 
 44 81 16 
 45 62 -21 
 45 82 -35 
 45 91 -15 
 45 99 -47 
 46 50 -70 
 46 82 85 
 46 85 -23 
 46 90 -14 
 47 60 -81 
 47 71 -55 
 47 95 -30 
 47 96 3 
 48 64 -31 
 48 94 54 
 49 50 9 
 49 54 38 
 49 70 -3 
 49 89 39 
 49 99 -45 
 50 64 68 
 50 66 -88 
 50 74 -90 
 50 81 -2 
 50 87 62 
 51 66 -37 
 51 79 99 
 51 93 38 
 52 65 -41 
 52 70 -14 
 52 71 -12 
 52 81 -74 
 52 83 -32 
 53 58 -29 
 53 59 9 
 53 73 19 
 53 80 18 
 53 89 35 
 53 100 -18 
 54 67 -33 
 54 75 -76 
 54 94 72 
 54 100 95 
 55 59 73 
 55 61 -22 
 55 85 -31 
 55 89 -78 
 55 93 67 
 56 68 -8 
 56 75 -66 
 56 84 -92 
 57 67 3 
 57 94 -5 
 58 66 -26 
 58 78 80 
 58 83 85 
 59 60 -69 
 59 67 17 
 59 80 88 
 60 65 -19 
 60 87 -93 
 61 70 26 
 61 78 -1 
 62 94 -3 
 62 99 -52 
 63 73 58 
 63 77 -82 
 63 78 44 
 63 90 -63 
 64 66 -96 
 64 77 -70 
 64 84 -86 
 64 91 35 
 65 67 59 
 65 81 -18 
 66 72 38 
 66 76 22 
 66 79 -33 
 66 91 33 
 67 68 86 
 67 85 99 
 68 79 -26 
 68 88 -40 
 68 96 -26 
 69 73 -92 
 69 78 56 
 69 81 51 
 70 76 53 
 70 78 22 
 70 80 4 
 70 99 -10 
 70 100 -60 
 71 71 57 
 71 72 -69 
 71 90 95 
 71 92 30 
 72 75 40 
 73 79 -93 
 73 90 24 
 73 92 -57 
 73 96 24 
 73 98 91 
 74 83 -27 
 74 92 17 
 75 85 -78 
 75 94 -74 
 75 100 21 
 77 77 98 
 77 84 48 
 77 88 -9 
 78 99 -15 
 80 91 47 
 80 96 -41 
 81 88 -21 
 82 97 -30 
 85 89 10 
 85 90 -95 
 86 99 58 
 88 97 20 
 89 91 68 
 90 94 -9 
 93 93 -79 
 93 95 -19 
 94 95 -94 
 100 100 -90 
 100 528 
 1 4 28 
 1 8 -77 
 1 11 100 
 1 20 -29 
 1 24 -75 
 1 27 84 
 1 30 67 
 1 34 -25 
 1 36 18 
 1 56 -91 
 1 57 -29 
 1 58 -92 
 1 63 36 
 1 64 77 
 1 65 78 
 1 72 -20 
 1 75 -51 
 1 95 -22 
 2 21 -79 
 2 26 -22 
 2 36 -53 
 2 38 -3 
 2 48 43 
 2 60 -66 
 2 79 -21 
 2 82 -7 
 2 84 22 
 3 6 -9 
 3 25 74 
 3 35 27 
 3 40 -13 
 3 52 -71 
 3 70 65 
 3 87 -29 
 3 97 -64 
 4 20 -55 
 4 21 8 
 4 27 57 
 4 30 -16 
 4 59 -80 
 4 72 38 
 4 77 99 
 4 80 38 
 4 100 -34 
 5 22 -53 
 5 24 44 
 5 30 -75 
 5 34 -61 
 5 37 38 
 5 57 26 
 5 68 -44 
 5 71 11 
 5 84 60 
 6 16 49 
 6 19 6 
 6 28 15 
 6 35 -96 
 6 39 -45 
 6 51 23 
 6 62 -97 
 6 73 11 
 6 86 42 
 6 95 76 
 6 96 -51 
 6 99 -38 
 7 10 -22 
 7 20 37 
 7 33 81 
 7 38 77 
 7 49 -38 
 7 53 99 
 7 66 13 
 7 71 67 
 7 88 60 
 7 98 96 
 8 23 -93 
 8 32 27 
 8 46 -87 
 8 54 -71 
 8 95 -4 
 9 9 41 
 9 17 94 
 9 30 -2 
 9 75 65 
 9 76 77 
 9 83 -76 
 9 92 24 
 10 14 55 
 10 21 69 
 10 39 29 
 10 49 -78 
 10 69 52 
 10 79 43 
 10 83 89 
 10 89 -21 
 10 95 -35 
 10 97 43 
 10 99 97 
 11 16 -53 
 11 44 -75 
 11 54 -14 
 11 66 35 
 11 70 37 
 11 76 75 
 11 79 1 
 11 86 -73 
 11 97 -68 
 11 100 -49 
 12 15 -24 
 12 25 52 
 12 29 -25 
 12 43 -73 
 12 52 -99 
 12 69 23 
 12 75 -98 
 12 79 -57 
 12 83 62 
 12 87 9 
 13 17 1 
 13 59 -39 
 13 68 -57 
 13 81 35 
 13 83 17 
 13 84 -47 
 14 73 57 
 14 98 97 
 15 15 -80 
 15 17 8 
 15 23 -58 
 15 32 75 
 15 61 -93 
 15 70 45 
 15 71 58 
 15 94 -23 
 15 97 -33 
 15 98 31 
 15 100 -74 
 16 20 20 
 16 21 -18 
 16 42 -85 
 16 44 -22 
 16 53 92 
 16 54 71 
 16 60 -79 
 16 70 79 
 16 72 62 
 16 76 -31 
 16 84 -87 
 16 86 -45 
 16 91 -28 
 17 19 95 
 17 30 31 
 17 40 -38 
 17 52 6 
 17 56 -58 
 17 59 70 
 17 77 -38 
 17 79 -37 
 17 88 86 
 18 24 -61 
 18 37 54 
 18 41 74 
 18 46 -36 
 18 50 -93 
 18 56 -95 
 18 57 39 
 18 82 30 
 18 87 11 
 18 100 72 
 19 36 27 
 19 45 20 
 19 52 91 
 19 71 -76 
 19 72 -6 
 19 74 49 
 19 78 -18 
 19 89 6 
 19 95 95 
 19 100 -55 
 20 26 -48 
 20 35 -73 
 20 59 16 
 20 66 71 
 20 68 -11 
 20 74 -23 
 20 79 -38 
 20 82 -91 
 20 85 -12 
 20 90 5 
 21 23 27 
 21 27 27 
 21 31 -12 
 21 35 -98 
 21 65 -94 
 21 73 100 
 21 81 23 
 21 91 50 
 22 22 -31 
 22 45 10 
 22 47 -78 
 22 57 98 
 22 62 -27 
 22 63 92 
 22 64 -57 
 22 67 -40 
 22 88 -7 
 22 91 12 
 22 97 -88 
 22 98 92 
 23 28 -21 
 23 55 -70 
 23 56 -2 
 23 75 4 
 23 78 -62 
 23 83 66 
 23 92 -20 
 24 42 67 
 24 43 -56 
 24 51 -21 
 24 54 25 
 24 63 49 
 24 71 -73 
 24 87 39 
 24 93 -36 
 24 96 7 
 24 99 -87 
 25 31 48 
 25 32 72 
 25 37 21 
 25 38 -48 
 25 52 -31 
 25 63 -9 
 25 70 -67 
 25 72 44 
 25 74 -6 
 25 85 33 
 25 97 86 
 26 46 -74 
 26 54 -81 
 26 74 76 
 26 84 80 
 26 89 -93 
 26 97 62 
 26 100 98 
 27 27 -44 
 27 50 88 
 27 64 100 
 27 66 -25 
 27 69 -92 
 27 82 -77 
 27 88 -61 
 28 78 56 
 28 81 100 
 28 84 -53 
 28 87 92 
 28 93 -53 
 28 96 46 
 29 67 -55 
 29 80 99 
 29 100 100 
 30 30 -80 
 30 39 -18 
 30 57 70 
 30 69 -42 
 30 72 -24 
 30 91 -94 
 30 96 62 
 31 37 -53 
 31 49 -35 
 31 72 -48 
 31 77 18 
 31 83 -34 
 31 85 -65 
 31 89 -62 
 31 90 -80 
 31 99 20 
 32 44 65 
 32 57 -88 
 32 64 23 
 32 74 -18 
 32 84 99 
 32 94 4 
 33 36 38 
 33 37 -20 
 33 50 34 
 33 52 -57 
 33 54 -93 
 33 57 23 
 33 100 -81 
 34 52 40 
 34 59 -55 
 34 71 -45 
 34 72 -54 
 34 100 51 
 35 49 89 
 35 60 49 
 35 70 -6 
 35 82 78 
 35 86 78 
 35 88 -34 
 35 90 62 
 36 42 89 
 36 47 40 
 36 54 99 
 36 55 -5 
 36 57 34 
 36 72 -40 
 36 78 -45 
 36 87 -85 
 36 98 -83 
 37 54 -6 
 37 59 -43 
 37 70 -91 
 37 92 52 
 37 93 -7 
 37 97 -54 
 37 100 32 
 38 39 -78 
 38 54 53 
 38 69 -30 
 38 91 -20 
 39 41 56 
 39 45 -74 
 39 73 -94 
 39 79 5 
 39 93 -52 
 39 95 -68 
 40 44 7 
 40 85 -9 
 40 94 -71 
 40 97 72 
 41 59 11 
 41 75 74 
 41 83 78 
 41 91 -39 
 41 97 -29 
 42 50 -9 
 42 55 65 
 42 67 -6 
 42 76 47 
 42 84 60 
 42 86 -44 
 42 93 -12 
 43 52 45 
 43 57 -33 
 43 59 -27 
 43 72 91 
 43 87 82 
 43 94 -8 
 43 97 -44 
 44 46 96 
 44 51 -74 
 44 62 8 
 44 63 -85 
 44 69 -48 
 44 81 15 
 44 84 -15 
 44 89 -41 
 45 65 16 
 45 66 100 
 45 69 -78 
 45 96 -25 
 46 48 37 
 46 51 -76 
 46 59 41 
 46 69 64 
 46 74 9 
 46 76 44 
 46 86 18 
 46 100 -18 
 47 47 97 
 47 58 -76 
 47 60 -42 
 47 62 -27 
 47 83 -96 
 47 86 -41 
 48 51 96 
 48 53 96 
 48 85 -16 
 48 96 62 
 49 58 -95 
 49 59 15 
 49 61 -34 
 49 65 45 
 49 100 -35 
 50 51 -51 
 50 67 36 
 50 88 54 
 51 51 -94 
 51 56 -11 
 51 89 -96 
 51 95 -34 
 51 98 55 
 52 60 76 
 52 61 -79 
 52 62 33 
 52 64 -37 
 52 66 -98 
 52 69 52 
 52 71 -65 
 52 75 29 
 52 92 -38 
 52 97 83 
 53 53 56 
 53 74 -74 
 54 58 100 
 54 64 98 
 54 66 -42 
 54 68 5 
 54 69 -31 
 54 80 -71 
 54 93 9 
 54 95 -10 
 55 55 76 
 55 87 -8 
 55 99 -70 
 56 57 57 
 56 64 29 
 56 72 -35 
 56 85 -36 
 56 93 89 
 57 59 65 
 57 61 96 
 57 73 -46 
 57 91 17 
 58 69 -53 
 58 96 80 
 59 59 9 
 59 61 20 
 59 79 38 
 59 83 -26 
 59 89 100 
 59 95 -99 
 60 60 9 
 60 93 -97 
 60 95 67 
 60 98 28 
 61 77 60 
 61 82 85 
 61 85 47 
 61 99 -53 
 62 62 -85 
 62 69 27 
 62 79 59 
 62 86 -18 
 62 92 15 
 63 66 75 
 63 77 46 
 63 83 26 
 64 70 -51 
 64 87 -88 
 65 73 9 
 65 91 70 
 66 72 39 
 66 78 85 
 66 82 81 
 66 94 -10 
 67 72 62 
 67 74 6 
 67 77 -85 
 67 78 -3 
 67 84 73 
 67 87 -95 
 67 95 66 
 68 70 -17 
 68 74 20 
 68 75 38 
 68 82 -45 
 68 86 -3 
 68 90 -99 
 69 70 92 
 69 100 -6 
 70 76 -94 
 70 77 -56 
 70 79 -42 
 70 86 15 
 71 82 41 
 71 93 -94 
 72 72 32 
 72 75 55 
 72 90 -58 
 72 96 -28 
 72 97 32 
 73 84 58 
 73 90 -36 
 73 100 34 
 74 82 27 
 74 84 58 
 75 85 -25 
 75 89 38 
 75 95 -13 
 76 90 -11 
 76 94 -85 
 77 84 8 
 78 83 94 
 78 84 -7 
 78 88 54 
 78 100 10 
 80 86 5 
 80 90 37 
 80 96 24 
 81 84 23 
 81 85 50 
 81 97 89 
 81 98 14 
 81 99 -3 
 81 100 -63 
 82 95 -36 
 82 96 -82 
 83 83 -43 
 83 92 -44 
 83 98 -98 
 84 95 -14 
 85 89 -56 
 86 94 -1 
 87 87 5 
 88 99 3 
 89 89 89 
 89 100 93 
 90 94 -38 
 91 93 -79 
 91 96 67 
 91 99 -72 
 94 94 16 
 96 97 33 
 98 98 78 
 98 99 42 
 98 100 46 
 100 478 
 1 1 53 
 1 7 58 
 1 12 91 
 1 27 26 
 1 32 20 
 1 36 -59 
 1 69 -65 
 1 74 -86 
 1 95 64 
 1 99 -56 
 2 14 11 
 2 27 -6 
 2 28 98 
 2 33 -54 
 2 38 -78 
 2 49 -37 
 2 50 37 
 2 56 -92 
 2 57 30 
 2 65 -91 
 2 66 -44 
 2 87 -44 
 3 16 29 
 3 18 81 
 3 20 15 
 3 25 -89 
 3 30 -91 
 3 36 -23 
 3 44 21 
 3 50 -89 
 3 51 -38 
 3 64 -87 
 3 88 100 
 3 89 -56 
 3 94 22 
 3 95 -88 
 4 4 -38 
 4 33 94 
 4 38 -57 
 4 56 -1 
 4 76 -21 
 4 82 78 
 4 83 73 
 4 97 79 
 5 69 68 
 5 86 -23 
 5 100 -61 
 6 7 88 
 6 20 -29 
 6 34 -77 
 6 41 54 
 6 69 70 
 6 80 66 
 6 90 -33 
 7 12 10 
 7 17 -75 
 7 33 69 
 7 38 -3 
 7 64 61 
 7 90 -33 
 7 96 5 
 8 10 33 
 8 18 58 
 8 45 17 
 8 53 -88 
 8 64 -26 
 8 68 -34 
 8 69 -23 
 8 70 -46 
 8 77 -87 
 9 20 57 
 9 24 -33 
 9 25 -94 
 9 32 -98 
 9 40 90 
 9 57 -4 
 9 63 77 
 9 68 64 
 9 69 61 
 9 71 56 
 10 18 -10 
 10 24 59 
 10 28 -42 
 10 31 6 
 10 32 -7 
 10 34 -11 
 10 37 53 
 10 45 79 
 10 47 43 
 10 60 43 
 10 93 -27 
 10 96 17 
 10 98 -91 
 10 100 -84 
 11 11 43 
 11 12 58 
 11 15 44 
 11 17 -27 
 11 23 12 
 11 31 -87 
 11 40 -54 
 11 69 -36 
 11 85 -41 
 11 94 51 
 12 26 21 
 12 28 -86 
 12 34 -74 
 12 38 -14 
 12 52 46 
 12 55 -42 
 12 70 -10 
 12 80 -94 
 12 93 42 
 13 16 93 
 13 37 -87 
 13 47 -65 
 13 57 -44 
 13 66 -8 
 13 75 -57 
 13 88 -93 
 13 93 16 
 14 45 97 
 14 61 11 
 15 17 -13 
 15 18 40 
 15 60 -96 
 15 72 43 
 15 80 45 
 15 85 -60 
 15 92 -48 
 16 24 90 
 16 44 16 
 16 53 -17 
 16 54 22 
 16 56 -15 
 16 64 58 
 16 66 -53 
 16 68 98 
 16 72 24 
 16 86 -15 
 17 17 61 
 17 24 -69 
 17 28 4 
 17 29 -62 
 17 32 -8 
 17 37 95 
 17 44 55 
 17 45 -40 
 17 46 -15 
 17 48 43 
 17 62 5 
 17 79 -70 
 17 97 -95 
 18 18 -78 
 18 20 -83 
 18 27 99 
 18 42 70 
 18 55 95 
 18 63 59 
 18 90 96 
 19 27 58 
 19 38 -14 
 19 39 46 
 19 42 40 
 19 82 34 
 19 83 53 
 19 84 71 
 20 31 -38 
 20 44 54 
 20 53 -29 
 20 75 76 
 20 76 -99 
 20 93 -42 
 20 94 22 
 21 23 -6 
 21 36 9 
 21 77 29 
 21 78 -10 
 22 36 -29 
 22 44 53 
 22 47 -59 
 22 68 -98 
 22 77 9 
 22 91 89 
 22 95 -18 
 23 26 -1 
 23 33 -14 
 23 36 51 
 23 40 -42 
 23 46 72 
 23 55 5 
 23 61 57 
 24 41 -24 
 24 59 -33 
 24 63 92 
 24 72 87 
 24 78 81 
 24 82 -78 
 25 36 -92 
 25 41 27 
 25 43 41 
 25 46 -5 
 25 55 -32 
 25 57 -41 
 25 58 -15 
 25 64 29 
 25 74 -64 
 25 88 -70 
 25 92 -9 
 25 96 -28 
 25 100 87 
 26 29 -49 
 26 39 17 
 26 60 -65 
 26 69 57 
 26 93 -34 
 27 31 57 
 27 36 52 
 27 39 -93 
 27 41 40 
 27 52 -77 
 27 54 -33 
 27 60 67 
 27 67 99 
 27 77 41 
 27 85 -56 
 27 87 -41 
 27 89 -99 
 28 28 81 
 28 36 -58 
 28 48 -6 
 28 75 -17 
 28 78 56 
 28 80 7 
 29 39 13 
 29 45 30 
 29 59 -68 
 29 61 -95 
 29 69 97 
 29 70 91 
 29 76 -65 
 29 87 63 
 29 89 -5 
 29 96 63 
 30 57 39 
 30 61 32 
 30 67 -9 
 30 97 84 
 31 34 99 
 31 46 35 
 31 62 -69 
 31 64 -43 
 31 65 82 
 32 66 39 
 32 95 -35 
 33 43 -50 
 33 44 -42 
 33 53 -97 
 33 72 57 
 33 74 42 
 33 78 67 
 33 79 -38 
 33 82 -63 
 34 42 -98 
 34 54 63 
 34 61 63 
 34 74 54 
 34 88 -44 
 34 91 91 
 34 92 -60 
 34 94 -12 
 35 45 19 
 35 46 -23 
 35 56 59 
 35 58 38 
 35 63 -95 
 35 75 -29 
 35 96 98 
 36 43 84 
 36 89 26 
 36 90 39 
 37 39 -29 
 37 49 49 
 37 54 -22 
 37 56 28 
 37 71 15 
 37 73 43 
 37 76 -19 
 37 87 84 
 37 91 1 
 37 96 -5 
 38 42 87 
 38 45 91 
 38 51 -24 
 38 60 -96 
 38 81 -35 
 39 61 -24 
 39 70 21 
 39 85 53 
 39 93 34 
 39 96 -25 
 39 99 49 
 40 42 23 
 40 60 10 
 40 85 -75 
 40 90 9 
 40 93 -39 
 40 96 -43 
 41 41 -27 
 41 49 18 
 41 55 -24 
 41 56 4 
 41 64 -67 
 41 68 -26 
 41 71 -9 
 41 72 16 
 41 74 -22 
 41 83 74 
 42 64 -83 
 42 72 45 
 42 79 95 
 42 81 8 
 42 82 59 
 43 44 -38 
 43 58 73 
