 10 
 500 12421 
 192 225 47 
 192 244 90 
 192 251 -37 
 192 265 -38 
 192 270 62 
 192 273 -33 
 192 280 -55 
 192 283 -41 
 192 286 93 
 192 295 -84 
 192 301 68 
 192 303 76 
 192 317 -45 
 192 321 3 
 192 342 47 
 192 347 39 
 192 352 -95 
 192 353 -75 
 192 354 -69 
 192 368 -89 
 192 374 -55 
 192 406 62 
 192 411 55 
 192 442 68 
 192 452 -66 
 192 458 1 
 192 461 92 
 192 464 -52 
 192 472 -98 
 192 477 -44 
 192 491 -12 
 192 493 64 
 192 495 61 
 193 211 -8 
 193 227 -42 
 193 231 60 
 193 232 42 
 193 239 36 
 193 263 43 
 193 276 33 
 193 310 53 
 193 314 22 
 193 327 -82 
 193 347 -95 
 193 364 -95 
 193 374 -26 
 193 376 -7 
 193 387 -26 
 193 390 1 
 193 402 41 
 193 405 -61 
 193 413 36 
 193 444 -41 
 193 472 15 
 193 477 78 
 193 487 100 
 193 492 -25 
 194 205 97 
 194 215 46 
 194 221 -65 
 194 227 75 
 194 238 2 
 194 254 -60 
 194 262 86 
 194 278 55 
 194 316 -75 
 194 318 22 
 194 320 -75 
 194 332 -1 
 194 394 -33 
 194 395 99 
 194 416 -67 
 194 430 49 
 194 437 -9 
 194 452 6 
 194 480 62 
 194 493 -35 
 195 196 86 
 195 213 -7 
 195 228 -81 
 195 235 27 
 195 238 -89 
 195 244 -6 
 195 262 39 
 195 291 -87 
 195 299 26 
 195 335 81 
 195 350 -33 
 195 358 -46 
 195 365 -51 
 195 374 -63 
 195 397 86 
 195 398 76 
 195 400 2 
 195 410 -79 
 195 411 -4 
 195 415 79 
 195 435 -63 
 195 441 -73 
 195 447 -49 
 195 467 81 
 195 478 5 
 195 489 -22 
 196 196 -59 
 196 204 21 
 196 223 -62 
 196 226 33 
 196 236 88 
 196 245 -95 
 196 254 64 
 196 255 33 
 196 277 -46 
 196 278 86 
 196 279 -41 
 196 283 59 
 196 288 9 
 196 323 22 
 196 330 80 
 196 354 40 
 196 363 -19 
 196 389 43 
 196 400 -25 
 196 426 74 
 196 436 57 
 196 448 93 
 196 472 -85 
 196 488 21 
 196 500 -60 
 197 207 50 
 197 218 35 
 197 219 -83 
 197 238 -36 
 197 241 -49 
 197 242 -64 
 197 264 54 
 197 271 -63 
 197 294 -84 
 197 301 67 
 197 305 94 
 197 310 19 
 197 317 -44 
 197 322 100 
 197 325 75 
 197 336 -92 
 197 352 20 
 197 359 82 
 197 372 -16 
 197 374 -41 
 197 379 -29 
 197 391 66 
 197 395 100 
 197 416 7 
 197 417 57 
 197 419 21 
 197 421 96 
 197 445 42 
 197 450 42 
 197 461 -92 
 197 485 44 
 197 489 -49 
 197 492 40 
 198 201 -72 
 198 220 37 
 198 223 96 
 198 229 93 
 198 233 -95 
 198 246 66 
 198 261 -62 
 198 266 -93 
 198 276 44 
 198 281 -53 
 198 286 58 
 198 292 -97 
 198 296 100 
 198 312 17 
 198 319 -29 
 198 356 -95 
 198 364 43 
 198 378 -38 
 198 379 -7 
 198 383 -23 
 198 385 78 
 198 408 8 
 198 415 -3 
 198 416 28 
 198 431 -20 
 198 452 42 
 198 460 -76 
 198 462 -30 
 198 463 50 
 198 471 -20 
 198 485 50 
 198 487 73 
 198 499 87 
 199 201 -96 
 199 207 9 
 199 208 -97 
 199 224 -98 
 199 231 -31 
 199 263 41 
 199 276 33 
 199 282 -69 
 199 286 27 
 199 292 -75 
 199 293 80 
 199 301 -81 
 199 321 19 
 199 335 33 
 199 339 21 
 199 340 86 
 199 350 -7 
 199 358 47 
 199 383 -9 
 199 390 72 
 199 396 -87 
 199 398 84 
 199 418 -35 
 199 419 61 
 199 423 38 
 199 433 88 
 199 438 -55 
 199 440 78 
 199 454 -2 
 199 457 77 
 199 462 -47 
 199 463 -16 
 199 482 -37 
 199 487 83 
 199 488 -67 
 200 201 -6 
 200 211 1 
 200 218 -27 
 200 228 64 
 200 237 70 
 200 240 -60 
 200 255 -53 
 200 293 50 
 200 301 80 
 200 302 -28 
 200 360 41 
 200 361 93 
 200 362 80 
 200 366 -63 
 200 368 100 
 200 372 48 
 200 401 16 
 200 404 -97 
 200 415 -30 
 200 425 7 
 200 436 20 
 200 441 -65 
 200 452 -14 
 200 463 86 
 200 478 -53 
 201 205 -46 
 201 209 -73 
 201 210 29 
 201 219 11 
 201 221 14 
 201 235 21 
 201 241 45 
 201 246 60 
 201 254 -48 
 201 263 -84 
 201 280 -50 
 201 287 14 
 201 313 43 
 201 325 44 
 201 328 90 
 201 331 6 
 201 369 -48 
 201 370 55 
 201 371 62 
 201 382 -6 
 201 386 42 
 201 388 -79 
 201 389 -15 
 201 391 13 
 201 397 16 
 201 399 77 
 201 406 46 
 201 408 68 
 201 449 -33 
 201 457 -70 
 201 468 60 
 201 481 -20 
 201 498 54 
 202 210 4 
 202 220 -4 
 202 249 -87 
 202 256 -16 
 202 258 89 
 202 266 98 
 202 278 -26 
 202 288 83 
 202 300 37 
 202 303 -50 
 202 306 -49 
 202 309 -58 
 202 312 -90 
 202 320 90 
 202 327 -17 
 202 329 -1 
 202 333 -49 
 202 349 82 
 202 352 10 
 202 361 -16 
 202 374 -8 
 202 377 99 
 202 389 21 
 202 392 96 
 202 404 40 
 202 420 72 
 202 421 67 
 202 422 -81 
 202 426 -46 
 202 427 32 
 202 433 13 
 202 452 -14 
 202 462 -55 
 202 469 -24 
 202 473 33 
 202 483 4 
 202 485 -21 
 202 486 -57 
 202 490 -21 
 203 206 -84 
 203 216 -95 
 203 222 57 
 203 232 30 
 203 244 -39 
 203 251 -93 
 203 252 -76 
 203 259 64 
 203 273 94 
 203 276 -95 
 203 285 18 
 203 295 -77 
 203 302 -18 
 203 305 31 
 203 311 99 
 203 359 -73 
 203 363 66 
 203 366 -76 
 203 377 -63 
 203 383 27 
 203 389 71 
 203 393 -26 
 203 405 -63 
 203 420 69 
 203 422 97 
 203 452 99 
 203 459 90 
 203 460 33 
 203 465 -10 
 203 467 -21 
 204 205 -30 
 204 207 82 
 204 216 -82 
 204 230 83 
 204 244 15 
 204 254 -74 
 204 256 -19 
 204 268 20 
 204 269 -9 
 204 272 36 
 204 280 -2 
 204 282 -9 
 204 291 18 
 204 297 -53 
 204 310 -34 
 204 322 98 
 204 354 -80 
 204 362 -58 
 204 365 91 
 204 371 36 
 204 377 -4 
 204 379 14 
 204 380 68 
 204 382 -57 
 204 409 23 
 204 415 -1 
 204 416 -95 
 204 417 -13 
 204 429 37 
 204 430 -25 
 204 442 36 
 204 444 21 
 204 445 -4 
 204 453 -12 
 204 462 71 
 204 469 -10 
 204 474 55 
 204 487 76 
 204 489 -13 
 205 210 58 
 205 222 3 
 205 253 -21 
 205 259 52 
 205 261 -58 
 205 262 68 
 205 272 -6 
 205 284 -27 
 205 286 19 
 205 297 -87 
 205 306 -37 
 205 353 97 
 205 366 -2 
 205 372 -61 
 205 376 -39 
 205 403 -50 
 205 409 77 
 205 417 79 
 205 421 9 
 205 430 -90 
 205 440 5 
 205 445 -48 
 205 452 -1 
 205 461 85 
 205 467 -61 
 205 480 34 
 205 485 58 
 206 209 48 
 206 217 10 
 206 235 -62 
 206 241 -91 
 206 244 93 
 206 248 -19 
 206 251 11 
 206 253 -31 
 206 254 93 
 206 260 -60 
 206 262 -41 
 206 269 68 
 206 270 -89 
 206 312 37 
 206 313 -91 
 206 322 -3 
 206 328 4 
 206 343 -90 
 206 345 52 
 206 349 70 
 206 379 -48 
 206 396 30 
 206 401 83 
 206 402 24 
 206 404 61 
 206 432 76 
 206 433 -42 
 206 437 55 
 206 440 17 
 206 459 -50 
 206 470 -85 
 206 474 46 
 206 476 -71 
 206 481 -13 
 207 225 -5 
 207 231 84 
 207 236 57 
 207 241 37 
 207 243 -23 
 207 257 -8 
 207 260 28 
 207 268 -35 
 207 280 16 
 207 281 98 
 207 299 87 
 207 301 34 
 207 302 85 
 207 326 -95 
 207 327 65 
 207 347 -77 
 207 398 70 
 207 404 -76 
 207 410 -94 
 207 418 69 
 207 420 79 
 207 425 -71 
 207 442 27 
 207 454 -9 
 207 459 -20 
 207 468 -95 
 207 494 51 
 207 499 52 
 208 215 -51 
 208 222 -58 
 208 254 58 
 208 267 -60 
 208 286 -40 
 208 287 -7 
 208 288 71 
 208 333 8 
 208 337 9 
 208 340 40 
 208 360 -77 
 208 380 64 
 208 390 37 
 208 392 84 
 208 401 -38 
 208 403 -50 
 208 412 6 
 208 427 88 
 208 438 -78 
 208 443 23 
 208 481 35 
 208 494 19 
 208 497 -40 
 209 219 40 
 209 227 -2 
 209 229 90 
 209 234 97 
 209 248 9 
 209 252 31 
 209 281 -58 
 209 285 -24 
 209 292 50 
 209 301 76 
 209 302 -14 
 209 318 82 
 209 319 86 
 209 324 -61 
 209 330 -27 
 209 337 -91 
 209 362 -97 
 209 369 -2 
 209 370 -4 
 209 375 40 
 209 383 -38 
 209 390 -1 
 209 393 40 
 209 401 53 
 209 404 75 
 209 413 27 
 209 426 -62 
 209 434 25 
 209 460 -6 
 209 472 21 
 209 483 48 
 209 484 -4 
 210 215 64 
 210 237 18 
 210 238 -69 
 210 239 -87 
 210 243 -64 
 210 249 -80 
 210 251 8 
 210 257 -95 
 210 258 -66 
 210 259 13 
 210 260 82 
 210 261 5 
 210 265 -15 
 210 268 -82 
 210 275 -2 
 210 287 -36 
 210 300 15 
 210 305 -13 
 210 310 47 
 210 314 -55 
 210 318 -22 
 210 338 2 
 210 345 65 
 210 351 -36 
 210 355 63 
 210 365 -10 
 210 371 -55 
 210 380 -84 
 210 399 54 
 210 409 26 
 210 422 -77 
 210 424 -53 
 210 426 -86 
 210 432 5 
 210 437 37 
 210 449 66 
 210 452 38 
 210 479 -45 
 210 486 -70 
 210 487 8 
 210 497 -72 
 211 219 -4 
 211 223 32 
 211 228 60 
 211 254 53 
 211 258 15 
 211 265 8 
 211 268 -4 
 211 276 88 
 211 278 -59 
 211 319 71 
 211 328 -64 
 211 330 78 
 211 344 99 
 211 349 32 
 211 354 57 
 211 372 -10 
 211 377 -60 
 211 379 -61 
 211 380 60 
 211 393 -69 
 211 395 77 
 211 411 36 
 211 413 -42 
 211 424 -81 
 211 431 35 
 211 444 -41 
 211 447 24 
 211 448 -89 
 211 474 -83 
 211 491 3 
 212 223 86 
 212 226 4 
 212 231 50 
 212 233 -26 
 212 239 76 
 212 244 -5 
 212 269 5 
 212 271 37 
 212 276 67 
 212 334 -51 
 212 351 -4 
 212 354 11 
 212 363 -56 
 212 380 65 
 212 392 11 
 212 397 -81 
 212 398 12 
 212 411 -52 
 212 413 -21 
 212 414 -42 
 212 415 65 
 212 456 65 
 212 462 -27 
 212 463 -36 
 212 472 67 
 212 478 61 
 212 480 47 
 212 483 -22 
 212 486 48 
 212 490 17 
 212 495 57 
 213 213 60 
 213 214 -22 
 213 221 47 
 213 233 -42 
 213 264 80 
 213 269 -47 
 213 274 18 
 213 275 -95 
 213 278 -47 
 213 280 -49 
 213 282 58 
 213 299 50 
 213 305 -66 
 213 319 8 
 213 331 70 
 213 341 48 
 213 343 4 
 213 357 40 
 213 386 -82 
 213 399 55 
 213 416 -29 
 213 419 -68 
 213 420 49 
 213 426 -67 
 213 458 53 
 213 460 -92 
 213 468 93 
 214 215 -6 
 214 238 -82 
 214 252 4 
 214 281 52 
 214 288 -50 
 214 295 -92 
 214 306 -83 
 214 313 18 
 214 324 49 
 214 328 71 
 214 336 42 
 214 347 -4 
 214 352 -83 
 214 359 83 
 214 383 31 
 214 399 56 
 214 401 -25 
 214 409 -63 
 214 425 -55 
 214 435 22 
 214 445 41 
 214 453 11 
 214 462 -96 
 214 463 -59 
 214 469 -8 
 214 476 26 
 214 492 -84 
 215 219 -86 
 215 227 84 
 215 232 46 
 215 239 33 
 215 242 83 
 215 255 -20 
 215 262 -2 
 215 266 -71 
 215 271 -72 
 215 287 23 
 215 290 -37 
 215 321 -98 
 215 322 -23 
 215 324 -6 
 215 325 -48 
 215 327 -99 
 215 338 51 
 215 348 18 
 215 359 -44 
 215 360 32 
 215 369 -51 
 215 374 35 
 215 380 -39 
 215 393 6 
 215 401 29 
 215 408 -99 
 215 411 -65 
 215 416 32 
 215 429 -46 
 215 437 -10 
 215 441 78 
 215 447 -87 
 215 456 -14 
 215 475 -74 
 215 480 -53 
 215 499 -19 
 215 500 -30 
 216 221 -15 
 216 226 7 
 216 231 -32 
 216 241 -28 
 216 244 -15 
 216 255 78 
 216 263 -61 
 216 279 3 
 216 284 -41 
 216 308 82 
 216 312 -45 
 216 313 35 
 216 318 22 
 216 319 -66 
 216 325 -14 
 216 328 -12 
 216 331 100 
 216 341 45 
 216 343 -17 
 216 370 91 
 216 379 3 
 216 383 -69 
 216 397 34 
 216 399 -59 
 216 447 21 
 216 455 22 
 216 456 92 
 216 492 48 
 217 218 46 
 217 243 49 
 217 247 -61 
 217 251 18 
 217 257 79 
 217 260 -79 
 217 273 57 
 217 274 2 
 217 275 -69 
 217 283 -6 
 217 289 -14 
 217 305 -89 
 217 308 3 
 217 311 -9 
 217 316 -53 
 217 317 -31 
 217 325 -39 
 217 326 -16 
 217 340 5 
 217 350 -50 
 217 352 -44 
 217 360 -7 
 217 363 -51 
 217 376 -30 
 217 377 36 
 217 389 61 
 217 390 64 
 217 394 -19 
 217 399 -22 
 217 406 -13 
 217 418 -60 
 217 424 52 
 217 425 33 
 217 432 91 
 217 434 44 
 217 443 47 
 217 445 17 
 217 447 90 
 217 462 88 
 217 467 8 
 217 487 -52 
 217 489 -7 
 218 218 -24 
 218 231 59 
 218 234 -9 
 218 236 36 
 218 252 -74 
 218 254 16 
 218 288 99 
 218 290 -63 
 218 296 -2 
 218 299 96 
 218 311 -11 
 218 315 10 
 218 340 -75 
 218 348 -48 
 218 350 -99 
 218 360 12 
 218 387 5 
 218 388 63 
 218 414 -64 
 218 422 -17 
 218 427 -17 
 218 433 25 
 218 453 79 
 218 471 -88 
 218 475 61 
 218 479 -75 
 218 485 37 
 219 221 97 
 219 222 7 
 219 230 -70 
 219 233 -42 
 219 238 2 
 219 242 -95 
 219 246 -6 
 219 260 -93 
 219 273 84 
 219 283 -55 
 219 292 12 
 219 303 -79 
 219 322 -7 
 219 331 -98 
 219 336 -45 
 219 341 -58 
 219 345 22 
 219 351 33 
 219 361 -55 
 219 362 -83 
 219 370 91 
 219 377 -83 
 219 378 11 
 219 385 22 
 219 390 -20 
 219 398 -69 
 219 400 18 
 219 403 -51 
 219 411 -74 
 219 415 76 
 219 421 -55 
 219 427 -32 
 219 432 47 
 219 436 51 
 219 441 -32 
 219 447 59 
 219 455 -14 
 219 462 8 
 219 491 -74 
 219 500 50 
 220 226 -99 
 220 235 34 
 220 245 32 
 220 257 -44 
 220 260 98 
 220 263 50 
 220 280 -27 
 220 289 5 
 220 299 -20 
 220 312 31 
 220 323 -81 
 220 330 -45 
 220 331 23 
 220 332 -75 
 220 351 23 
 220 401 -4 
 220 405 -97 
 220 415 -91 
 220 454 60 
 220 462 -99 
 220 463 22 
 220 483 -87 
 220 487 58 
 220 495 -25 
 221 227 45 
 221 249 -76 
 221 253 61 
 221 263 63 
 221 264 29 
 221 265 33 
 221 275 -74 
 221 289 -30 
 221 307 -44 
 221 311 56 
 221 323 -12 
 221 339 -44 
 221 341 62 
 221 357 -87 
 221 364 36 
 221 378 -81 
 221 380 100 
 221 384 89 
 221 395 86 
 221 406 -87 
 221 410 -68 
 221 415 -97 
 221 418 -18 
 221 452 -97 
 221 463 37 
 221 469 80 
 221 477 -35 
 221 480 -79 
 221 483 -52 
 221 492 66 
 221 495 -61 
 221 496 -3 
 222 223 10 
 222 238 -86 
 222 246 42 
 222 265 72 
 222 317 62 
 222 318 -33 
 222 319 71 
 222 326 81 
 222 335 -80 
 222 338 19 
 222 375 -83 
 222 377 42 
 222 388 46 
 222 392 -43 
 222 394 -24 
 222 412 98 
 222 416 75 
 222 417 -46 
 222 419 20 
 222 420 -10 
 222 427 -61 
 222 436 49 
 222 449 29 
 222 450 -21 
 222 465 85 
 222 470 64 
 222 474 -88 
 222 475 -87 
 222 477 91 
 222 482 86 
 223 231 7 
 223 232 71 
 223 239 -22 
 223 249 -97 
 223 254 94 
 223 256 32 
 223 260 73 
 223 273 -7 
 223 297 -58 
 223 310 -68 
 223 312 88 
 223 318 10 
 223 330 -79 
 223 337 61 
 223 339 -98 
 223 345 -58 
 223 360 73 
 223 366 2 
 223 371 91 
 223 385 -60 
 223 421 -46 
 223 426 20 
 223 440 -6 
 223 447 80 
 223 449 -87 
 223 470 62 
 223 482 -36 
 223 488 -1 
 223 494 26 
 223 500 29 
 224 226 -14 
 224 238 -51 
 224 246 12 
 224 247 -7 
 224 250 -11 
 224 253 -35 
 224 258 45 
 224 264 33 
 224 267 -45 
 224 272 -77 
 224 283 -89 
 224 302 51 
 224 315 48 
 224 356 -12 
 224 369 -88 
 224 376 10 
 224 383 48 
 224 397 -62 
 224 398 11 
 224 406 -12 
 224 417 -15 
 224 418 -30 
 224 419 82 
 224 430 87 
 224 439 -81 
 224 441 -50 
 224 442 97 
 224 463 -7 
 224 485 96 
 224 494 53 
 224 495 74 
 225 261 86 
 225 265 -7 
 225 296 -33 
 225 297 -75 
 225 301 -64 
 225 319 33 
 225 323 3 
 225 344 81 
 225 351 -57 
 225 362 23 
 225 373 -58 
 225 394 10 
 225 398 -63 
 225 412 46 
 225 417 -58 
 225 439 -98 
 225 444 7 
 225 469 29 
 225 470 100 
 225 477 -66 
 225 486 -4 
 225 489 92 
 225 495 -3 
 225 496 80 
 226 229 93 
 226 234 -34 
 226 240 61 
 226 256 -60 
 226 258 32 
 226 260 98 
 226 269 97 
 226 270 69 
 226 294 -25 
 226 307 -79 
 226 322 71 
 226 324 18 
 226 336 -34 
 226 355 -50 
 226 362 15 
 226 367 -59 
 226 371 -11 
 226 375 6 
 226 384 -30 
 226 386 25 
 226 389 -79 
 226 391 -82 
 226 410 -98 
 226 426 -55 
 226 445 26 
 226 465 -43 
 226 468 -46 
 226 469 -74 
 226 481 98 
 226 487 100 
 226 492 1 
 226 495 -33 
 227 231 -74 
 227 246 -80 
 227 249 -98 
 227 260 -7 
 227 301 -86 
 227 307 -97 
 227 308 43 
 227 316 56 
 227 323 -34 
 227 328 31 
 227 339 -44 
 227 340 77 
 227 344 78 
 227 363 48 
 227 379 -79 
 227 380 77 
 227 386 20 
 227 450 -19 
 227 467 -90 
 227 496 -44 
 228 228 -68 
 228 229 94 
 228 258 31 
 228 263 80 
 228 264 60 
 228 288 -49 
 228 302 -68 
 228 314 -7 
 228 334 -95 
 228 348 -75 
 228 352 17 
 228 363 -16 
 228 397 -33 
 228 411 -89 
 228 416 36 
 228 426 -19 
 228 436 53 
 228 447 -40 
 228 462 -57 
 228 474 -17 
 228 491 43 
 228 494 -49 
 229 233 -71 
 229 235 27 
 229 245 10 
 229 270 98 
 229 278 75 
 229 283 3 
 229 286 -56 
 229 287 33 
 229 301 -67 
 229 310 1 
 229 316 -82 
 229 324 72 
 229 338 -67 
 229 345 41 
 229 347 -98 
 229 354 33 
 229 361 16 
 229 364 66 
 229 367 93 
 229 381 3 
 229 392 -71 
 229 406 90 
 229 416 -23 
 229 421 78 
 229 425 -84 
 229 426 -47 
 229 436 -72 
 229 438 41 
 229 441 7 
 229 454 35 
 229 465 52 
 229 466 18 
 229 471 54 
 229 472 3 
 229 489 -45 
 229 495 -75 
 230 231 -75 
 230 241 -72 
 230 260 -14 
 230 261 -21 
 230 263 -10 
 230 271 -22 
 230 276 52 
 230 280 -17 
 230 283 -23 
 230 286 23 
 230 292 -92 
 230 303 -28 
 230 306 19 
 230 326 53 
 230 327 -66 
 230 328 44 
 230 345 -12 
 230 354 97 
 230 365 44 
 230 368 -5 
 230 394 11 
 230 411 -58 
 230 444 86 
 230 453 -98 
 230 462 66 
 230 464 -84 
 230 471 54 
 230 472 -15 
 230 474 -35 
 230 479 10 
 230 490 13 
 230 491 -17 
 231 231 -83 
 231 233 84 
 231 236 -17 
 231 246 79 
 231 249 -55 
 231 255 -58 
 231 264 -89 
 231 267 -1 
 231 281 43 
 231 297 -23 
 231 309 40 
 231 315 -18 
 231 327 25 
 231 333 1 
 231 342 74 
 231 357 15 
 231 367 -76 
 231 371 1 
 231 375 26 
 231 383 7 
 231 398 61 
 231 409 -26 
 231 410 -82 
 231 417 99 
 231 421 -71 
 231 425 -98 
 231 432 42 
 231 447 -18 
 231 452 -95 
 231 454 47 
 231 456 53 
 231 462 3 
 231 496 51 
 232 255 -76 
 232 256 -54 
 232 278 -27 
 232 279 53 
 232 304 -60 
 232 316 25 
 232 332 -75 
 232 335 -6 
 232 344 5 
 232 350 -25 
 232 354 84 
 232 370 27 
 232 379 21 
 232 386 52 
 232 389 71 
 232 404 -38 
 232 409 -98 
 232 414 82 
 232 438 -95 
 232 446 -81 
 232 458 91 
 232 484 26 
 233 233 -72 
 233 243 -67 
 233 257 -97 
 233 260 15 
 233 289 29 
 233 298 -17 
 233 306 2 
 233 314 -92 
 233 340 84 
 233 343 91 
 233 360 15 
 233 372 81 
 233 373 10 
 233 375 93 
 233 382 90 
 233 384 71 
 233 390 -88 
 233 395 85 
 233 410 75 
 233 420 16 
 233 428 63 
 233 430 1 
 233 431 88 
 233 432 -31 
 233 437 -71 
 233 439 5 
 233 475 68 
 233 479 28 
 233 495 9 
 234 242 -84 
 234 246 9 
 234 253 89 
 234 297 -46 
 234 304 4 
 234 323 1 
 234 342 46 
 234 344 -5 
 234 355 19 
 234 360 -63 
 234 364 -41 
 234 366 -76 
 234 383 -66 
 234 387 66 
 234 388 -90 
 234 390 65 
 234 395 65 
 234 407 -35 
 234 427 -79 
 234 432 -31 
 234 455 -67 
 234 458 40 
 234 475 21 
 234 492 -76 
 234 494 66 
 235 244 -36 
 235 269 -57 
 235 278 7 
 235 288 34 
 235 298 -11 
 235 299 -94 
 235 309 97 
 235 324 -44 
 235 327 -98 
 235 341 22 
 235 351 79 
 235 358 -50 
 235 361 56 
 235 379 -78 
 235 397 -74 
 235 399 54 
 235 407 -29 
 235 413 11 
 235 428 -12 
 235 437 16 
 235 440 30 
 235 454 45 
 235 464 -52 
 235 469 -94 
 235 475 92 
 235 483 89 
 235 494 6 
 236 246 36 
 236 252 -52 
 236 263 -6 
 236 269 -23 
 236 305 -9 
 236 311 69 
 236 333 -4 
 236 362 2 
 236 368 20 
 236 377 -35 
 236 379 -50 
 236 394 90 
 236 402 -71 
 236 419 -53 
 236 443 40 
 236 453 -97 
 236 464 20 
 236 475 75 
 236 485 2 
 236 492 -93 
 236 495 -43 
 236 498 -60 
 236 500 -39 
 237 237 -27 
 237 239 5 
 237 261 -17 
 237 268 74 
 237 271 45 
 237 278 35 
 237 280 -77 
 237 286 46 
 237 294 -44 
 237 296 28 
 237 305 91 
 237 325 68 
 237 340 70 
 237 344 61 
 237 358 49 
 237 359 22 
 237 370 88 
 237 376 -95 
 237 377 -49 
 237 390 81 
 237 391 -28 
 237 399 -97 
 237 401 46 
 237 406 -78 
 237 418 5 
 237 439 -96 
 237 445 65 
 237 456 88 
 237 457 26 
 237 458 -28 
 237 470 -71 
 237 475 -19 
 237 483 74 
 237 486 -22 
 237 488 98 
 237 493 -27 
 237 498 -47 
 238 269 18 
 238 297 -86 
 238 300 -1 
 238 308 54 
 238 345 -90 
 238 346 -2 
 238 353 72 
 238 364 75 
 238 366 -4 
 238 370 -63 
 238 375 42 
 238 386 29 
 238 396 59 
 238 399 36 
 238 405 -91 
 238 412 3 
 238 416 58 
 238 446 44 
 238 460 76 
 238 470 -47 
 238 492 -80 
 238 495 -19 
 239 246 -21 
 239 255 44 
 239 268 -60 
 239 298 -35 
 239 337 -81 
 239 339 -66 
 239 348 69 
 239 352 -47 
 239 354 -66 
 239 389 -1 
 239 392 60 
 239 393 9 
 239 394 30 
 239 396 -85 
 239 400 58 
 239 402 46 
 239 403 -97 
 239 404 86 
 239 429 10 
 239 433 67 
 239 452 25 
 239 472 72 
 239 474 -8 
 239 478 66 
 239 483 77 
 240 240 41 
 240 248 53 
 240 262 -40 
 240 266 -69 
 240 270 7 
 240 280 21 
 240 283 81 
 240 287 -87 
 240 295 -58 
 240 298 -3 
 240 304 16 
 240 315 34 
 240 317 86 
 240 332 -46 
 240 343 77 
 240 347 59 
 240 373 -86 
 240 375 -71 
 240 385 -73 
 240 387 -5 
 240 402 -17 
 240 414 -10 
 240 436 97 
 240 451 -70 
 240 453 -92 
 240 471 41 
 240 474 -52 
 241 253 -1 
 241 274 -47 
 241 278 20 
 241 285 13 
 241 292 -22 
 241 305 -19 
 241 321 69 
 241 322 -30 
 241 349 58 
 241 352 -94 
 241 361 54 
 241 374 9 
 241 377 -72 
 241 382 -45 
 241 383 50 
 241 391 85 
 241 462 7 
 241 467 -5 
 241 473 33 
 241 481 67 
 242 259 78 
 242 310 -12 
 242 321 -34 
 242 326 11 
 242 331 75 
 242 334 39 
 242 337 -68 
 242 382 -68 
 242 387 -62 
 242 393 -67 
 242 410 -40 
 242 416 26 
 242 422 3 
 242 437 40 
 242 446 82 
 242 453 -21 
 242 455 81 
 242 456 -1 
 242 458 -80 
 242 475 78 
 242 479 -69 
 242 500 54 
 243 247 -77 
 243 277 50 
 243 295 -25 
 243 345 -37 
 243 362 21 
 243 368 59 
 243 393 34 
 243 410 92 
 243 419 14 
 243 431 -8 
 243 446 -70 
 243 447 -21 
 243 449 -97 
 243 451 86 
 243 452 58 
 243 459 34 
 243 468 61 
 243 471 -79 
 243 472 34 
 243 475 86 
 243 484 78 
 243 487 -29 
 244 250 48 
 244 256 -14 
 244 264 53 
 244 284 35 
 244 298 -86 
 244 300 -68 
 244 304 64 
 244 306 65 
 244 311 -40 
 244 333 -42 
 244 339 62 
 244 346 -64 
 244 351 2 
 244 352 70 
 244 362 2 
 244 366 -8 
 244 369 -27 
 244 391 68 
 244 396 -97 
 244 407 -48 
 244 410 -41 
 244 416 -42 
 244 423 -71 
 244 425 -88 
 244 439 -39 
 244 442 -29 
 244 447 36 
 244 463 -56 
 244 470 9 
 244 472 13 
 244 498 1 
 244 499 52 
 245 265 -5 
 245 287 -77 
 245 294 39 
 245 315 55 
 245 317 -93 
 245 326 54 
 245 333 -19 
 245 336 -54 
 245 348 -34 
 245 359 -23 
 245 361 -47 
 245 362 26 
 245 368 73 
 245 372 -57 
 245 377 92 
 245 382 20 
 245 387 11 
 245 400 12 
 245 413 -10 
 245 426 16 
 245 436 43 
 245 444 35 
 245 450 45 
 245 451 -86 
 245 463 34 
 245 464 -62 
 245 468 -35 
 245 472 -3 
 245 476 -45 
 245 480 -86 
 245 486 -56 
 246 251 49 
 246 262 26 
 246 267 -87 
 246 269 46 
 246 285 -37 
 246 288 -33 
 246 296 80 
 246 305 -24 
 246 315 -86 
 246 318 -60 
 246 338 -95 
 246 349 32 
 246 353 -68 
 246 359 28 
 246 381 -54 
 246 396 -97 
 246 399 -89 
 246 409 -52 
 246 415 -39 
 246 416 -54 
 246 418 68 
 246 421 50 
 246 427 61 
 246 441 2 
 246 446 -99 
 246 457 -47 
 246 463 -81 
 247 257 91 
 247 267 -85 
 247 268 80 
 247 271 51 
 247 301 -42 
 247 325 -11 
 247 328 87 
 247 336 27 
 247 341 85 
 247 343 -32 
 247 360 -67 
 247 394 85 
 247 412 -46 
 247 416 87 
 247 425 64 
 247 454 72 
 247 482 38 
 247 483 25 
 247 496 -40 
 247 500 -63 
 248 254 -78 
 248 259 -59 
 248 270 -90 
 248 271 18 
 248 276 -24 
 248 279 45 
 248 289 82 
 248 292 -53 
 248 296 -42 
 248 301 73 
 248 305 -64 
 248 311 -19 
 248 321 34 
 248 333 46 
 248 341 73 
 248 354 3 
 248 356 -35 
 248 365 55 
 248 368 57 
 248 380 -36 
 248 424 86 
